file_name,mol_len,atom_coords,vibrationalfrequence,smiles_basic,smiles_stereo,inchi_basic,inchi_stereo,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
dsgdb9nsd_000074.xyz,12,"C	 0.0061994093	 1.4593320187	-0.0389385862	-0.330877
N	-0.0641161621	 0.0142296326	-0.1204690143	-0.302776
C	-1.2059539427	-0.6819679577	 0.1611711988	 0.409063
C	-1.0898270383	-2.1928489859	 0.0209577538	-0.478028
O	-2.2448291058	-0.1444307696	 0.4999441812	-0.371008
H	 0.7505398902	 1.7837252039	 0.6971557268	 0.123271
H	 0.2569200085	 1.9039526338	-1.0087621469	 0.123267
H	-0.9785602586	 1.8112143779	 0.2708219371	 0.172381
H	 0.7582098171	-0.4954366049	-0.394640241	 0.243
H	-0.0990970338	-2.5354310354	-0.2897000333	 0.106933
H	-1.3409767098	-2.6539585106	 0.9797288543	 0.152389
H	-1.829031004	-2.5348393528	-0.7081307605	 0.152386",35.0522	84.8884	163.1046	289.9835	431.7672	439.2308	622.227	635.9538	869.7438	991.1664	1049.4613	1108.243	1156.1353	1170.8007	1267.41	1395.6034	1436.5889	1470.5198	1485.2596	1493.8481	1500.8954	1559.4073	1784.5898	3024.8902	3048.4387	3075.6175	3126.4622	3128.2863	3152.5589	3658.3634,CNC(C)=O,CNC(=O)C,"1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)","1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",10.01185,3.84195,2.87635,3.5402,43.61,-0.2418,0.0387,0.2805,458.9803,0.101735,-248.443503,-248.436899,-248.435955,-248.474272,20.967
dsgdb9nsd_000075.xyz,11,"C	 0.0092263044	 1.4502181418	-0.0319454346	-0.320553
N	-0.0142948796	-0.0005464555	-0.017826674	-0.3263
C	-1.2157657943	-0.6725240277	 0.04421896	 0.44315
N	-1.0973335188	-2.0464489829	-0.1599774097	-0.559814
O	-2.2859929932	-0.1289371098	 0.2419602655	-0.385845
H	 0.8965903754	 1.818850224	 0.4912094852	 0.11875
H	 0.0023395018	 1.8638850363	-1.0491415461	 0.120168
H	-0.8856268379	 1.7994334649	 0.483532982	 0.167942
H	 0.7525730521	-0.4750663094	-0.4671926488	 0.23865
H	-0.2488233331	-2.4877219407	 0.163756536	 0.244639
H	-1.9341960968	-2.5389839311	 0.1148288047	 0.259213",82.7373	156.9457	288.8141	383.407	444.6682	506.4689	580.2707	666.5165	779.1956	900.5184	1086.0058	1145.5256	1160.5397	1183.4582	1326.9507	1442.6202	1493.3265	1502.7916	1558.4501	1629.1384	1807.9456	3015.355	3082.9708	3157.0275	3568.0096	3627.4763	3680.4111,CNC(N)=O,CNC(=O)N,"1S/C2H6N2O/c1-4-2(3)5/h1H3,(H3,3,4,5)","1S/C2H6N2O/c1-4-2(3)5/h1H3,(H3,3,4,5)",10.44045,4.04692,2.98547,3.5648,39.51,-0.2436,0.0599,0.3034,428.404,0.091713,-264.504487,-264.498452,-264.497508,-264.533633,20.274
dsgdb9nsd_000076.xyz,12,"C	-0.0916069514	 1.3754004601	-0.0072942591	-0.222029
O	-0.0696453372	-0.0483158103	-0.1114881209	-0.225889
C	 0.6811462531	-0.5614267288	-1.1073245763	 0.400525
C	 0.6040529833	-2.0670154987	-1.0876689236	-0.457987
N	 1.3264553326	 0.1926634321	-1.8996773119	-0.524658
H	 0.9146391568	 1.7684365489	 0.1625746035	 0.135613
H	-0.4856282569	 1.8262461472	-0.9223521639	 0.135604
H	-0.739714304	 1.600074234	 0.8411060529	 0.122801
H	-0.4343006504	-2.3924216178	-1.203252047	 0.145967
H	 1.2062711041	-2.5004997736	-1.8874563954	 0.125501
H	 0.9565133742	-2.4497667017	-0.1250183847	 0.145966
H	 1.8350411459	-0.3610436113	-2.5848605537	 0.218587",105.1355	165.1434	189.2908	299.6424	425.3594	576.9214	615.3247	855.065	869.9158	982.0594	1068.3203	1072.4664	1120.949	1181.4057	1220.1482	1370.0599	1410.328	1471.8087	1477.569	1477.9333	1485.4605	1500.2315	1729.7642	3044.7905	3048.7563	3111.8666	3116.539	3144.1433	3146.8601	3516.9716,COC(C)=N,CO[C](C)[NH],"1S/C3H7NO/c1-3(4)5-2/h4H,1-2H3","1S/C3H7NO/c1-3(4)5-2/h4H,1-2H3",9.69683,4.1533,3.01703,1.1876,43.57,-0.2595,0.0352,0.2948,443.1687,0.102062,-248.416462,-248.410358,-248.409414,-248.445651,20.256
dsgdb9nsd_000077.xyz,11,"C	 0.0729525429	 1.3884091921	 0.0644204587	-0.234953
O	 0.2104911438	-0.0374002825	 0.0461273579	-0.225006
C	 0.5010280504	-0.5722428814	-1.1597534587	 0.429062
C	 0.6221871489	-2.073783229	-1.0603068403	-0.47714
O	 0.6392215379	 0.0822441797	-2.1615732482	-0.349916
H	 1.0002972028	 1.870625701	-0.255320639	 0.139619
H	-0.7333895655	 1.7078208948	-0.6008045417	 0.139618
H	-0.1575128017	 1.6515405981	 1.0969295399	 0.131082
H	-0.3133000098	-2.5020285112	-0.6894190647	 0.149753
H	 0.8564658848	-2.4843027463	-2.0415735164	 0.148133
H	 1.4065168456	-2.3405549554	-0.3463430074	 0.149749",53.7495	119.128	178.9955	281.2523	419.5918	608.9344	643.9829	859.8583	985.6235	1065.0966	1078.7387	1179.7098	1210.1994	1272.2798	1393.807	1468.5485	1474.7105	1476.1777	1481.6103	1498.4582	1828.4398	3050.2792	3057.2221	3121.7717	3124.0097	3156.4518	3169.3513,COC(C)=O,COC(=O)C,1S/C3H6O2/c1-3(4)5-2/h1-2H3,1S/C3H6O2/c1-3(4)5-2/h1-2H3,10.20392,4.16834,3.07281,1.7569,39.33,-0.2685,0.0174,0.2859,427.6606,0.089436,-268.32127,-268.315051,-268.314106,-268.351214,19.501
dsgdb9nsd_000078.xyz,10,"C	-0.0264577138	 1.3830575346	 0.0208565982	-0.228597
O	 0.041395659	-0.0443950268	-0.0027745202	-0.246674
C	 0.6677533829	-0.5600162492	-1.0900034378	 0.4969
N	 0.7260506332	-1.922199833	-0.9882295382	-0.561385
O	 1.1295238124	 0.0964814339	-1.993221805	-0.39876
H	 0.9752977936	 1.820443067	 0.0238730558	 0.139341
H	-0.5708569818	 1.7621462071	-0.8479042532	 0.138165
H	-0.5541072228	 1.6383573051	 0.9404359441	 0.12841
H	 0.1266269616	-2.3840158969	-0.3256692892	 0.264178
H	 0.9723006956	-2.4179842118	-1.8273257347	 0.268422",96.2477	164.25	291.6366	345.8684	466.1081	519.1699	667.8904	785.9021	877.4448	1093.0763	1128.7907	1183.9184	1215.7914	1361.3466	1479.2112	1481.1526	1503.5786	1612.694	1837.9869	3049.2062	3122.6074	3152.3669	3615.1611	3744.7255,COC(N)=O,COC(=O)N,"1S/C2H5NO2/c1-5-2(3)4/h1H3,(H2,3,4)","1S/C2H5NO2/c1-5-2(3)4/h1H3,(H2,3,4)",10.68182,4.39532,3.17969,2.329,35.5,-0.2669,0.0575,0.3244,398.5908,0.079271,-284.385189,-284.379361,-284.378417,-284.414085,19.084
dsgdb9nsd_000079.xyz,10,"N	-0.0811560708	 1.3180702605	 0.0127674216	-0.523012
C	 0.0544225853	-0.0447773257	 0.0815538817	 0.39199
O	 1.1216307352	-0.5978394955	 0.2094055294	-0.32629
C	-1.2868778639	-0.7901164217	 0.0617843484	-0.169518
O	-1.0460511353	-2.1395419501	-0.2395715766	-0.388483
H	 0.7662336557	 1.8599112849	-0.0448342532	 0.262297
H	-0.9302134621	 1.745674475	-0.3156561516	 0.254603
H	-1.7455969616	-0.6552133421	 1.0552669959	 0.11645
H	-1.960260612	-0.311492219	-0.6702625628	 0.089374
H	-1.8563729606	-2.6301764562	-0.0762547829	 0.292589",40.2004	196.7004	263.1522	273.9516	443.0532	490.4098	597.6337	665.5957	811.3554	1019.0566	1085.3751	1136.7115	1223.6954	1264.5022	1321.5251	1456.9974	1503.3785	1618.9498	1830.3903	2950.7779	2983.5816	3594.2721	3724.5991	3839.658,NC(=O)CO,NC(=O)CO,"1S/C2H5NO2/c3-2(5)1-4/h4H,1H2,(H2,3,5)","1S/C2H5NO2/c3-2(5)1-4/h4H,1H2,(H2,3,5)",10.20696,3.93135,2.9219,4.5676,35.87,-0.246,0.0273,0.2733,418.5967,0.078222,-284.360325,-284.354148,-284.353204,-284.390143,20.089
dsgdb9nsd_000080.xyz,10,"N	 0.0183810043	 0.9305735658	 0.0494305752	-0.524952
H	-0.7067450554	 0.5611679846	-0.5555013419	 0.251735
H	 0.6824830658	 0.1843000154	 0.2148709866	 0.251132
H	 0.2192808353	 2.798585581	-0.3267058478	 0.305853
C	-0.5458691443	 1.4468858549	 1.3027458606	-0.299893
C	-0.8046697453	 2.9603056855	 1.2105283501	 0.419793
O	-0.2146882188	 3.5364888393	 0.155316873	-0.359371
O	-1.4529567584	 3.5633861829	 2.0214352751	-0.332036
H	-1.4766257881	 0.9651218317	 1.6207216946	 0.138415
H	 0.1778120948	 1.303242859	 2.1115717646	 0.149323",97.1002	269.2667	313.7661	503.1914	555.9453	652.4365	823.3893	850.3689	891.4789	954.6752	1073.229	1160.9591	1225.6246	1316.6859	1370.6599	1426.4639	1469.7326	1660.5583	1879.5594	3049.2224	3095.9303	3483.7787	3525.5462	3605.6973,[NH3+]CC([O-])=O,NCC(=O)O,"1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)","1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",10.14389,4.0714,3.02223,5.3004,35.19,-0.2527,0.0208,0.2735,408.0279,0.080317,-284.372483,-284.367172,-284.366228,-284.40095,17.931
dsgdb9nsd_000081.xyz,15,"C	 0.0012130938	 1.5494383795	 0.0195241535	-0.379054
C	-0.0008371243	 0.0169912989	-0.0337470421	 0.053286
C	-1.4246016284	-0.5500306078	 0.006703726	-0.392905
C	 0.7414980048	-0.494638405	-1.2682546061	-0.058665
O	 2.0914759702	-0.0569419007	-1.199748894	-0.423904
H	 1.0207979332	 1.9372446799	-0.0348900499	 0.13155
H	-0.5659313486	 1.9684478038	-0.8212221272	 0.103727
H	-0.4601438127	 1.9119237886	 0.943898841	 0.105087
H	 0.5496530746	-0.3580898289	 0.8397885535	 0.081952
H	-2.0069493847	-0.2164537714	-0.8608423581	 0.111301
H	-1.4244376692	-1.6454424591	 0.0078949397	 0.109441
H	-1.9529544829	-0.215054559	 0.9047398024	 0.114276
H	 0.6857064618	-1.5948877634	-1.302165405	 0.079459
H	 0.2454968011	-0.112888155	-2.1771329998	 0.078977
H	 2.5378802413	-0.3281258906	-2.0066055138	 0.285471",124.7098	215.8778	232.682	245.5556	265.6568	349.765	417.4344	485.0439	814.1618	918.0298	932.9935	957.0135	970.4916	1073.9222	1123.7367	1175.5857	1196.8691	1263.12	1272.2357	1341.7565	1374.6097	1397.6984	1414.4389	1459.9638	1489.7499	1490.0187	1503.0559	1512.8587	1520.3263	2951.9611	2981.5767	3018.2181	3024.0357	3029.3616	3086.9224	3092.3124	3101.9062	3127.3966	3835.6684,CC(C)CO,CC(C)CO,"1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3","1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",7.57282,3.5255,2.65861,1.3149,49.26,-0.2629,0.0789,0.3418,516.4357,0.136209,-233.551389,-233.544542,-233.543598,-233.581067,23.924
dsgdb9nsd_000082.xyz,13,"C	-0.027751673	 1.5342143343	 0.0065115145	-0.402812
C	 0.0834324601	 0.0121827739	 0.0525898593	 0.123922
O	 0.9585639226	-0.4820071004	-0.966941128	-0.44843
C	 0.697675738	-0.4951645124	 1.3594881173	-0.043244
O	 2.0224706156	-0.028425302	 1.5222218588	-0.424021
H	 0.9433376279	 1.9884143362	 0.2184158917	 0.136831
H	-0.3732051553	 1.8735404135	-0.977169084	 0.102459
H	-0.7477381715	 1.8925639358	 0.7492685346	 0.119837
H	-0.9167184788	-0.4369703559	-0.0604052842	 0.064944
H	 0.7672671003	-0.0141217672	-1.7850204274	 0.286136
H	 0.1165000206	-0.1335191383	 2.2139243056	 0.103922
H	 0.6581468496	-1.5956344531	 1.3627447358	 0.092058
H	 2.4637856639	-0.2276247643	 0.6869843061	 0.288398",147.1393	237.039	264.5129	295.6534	357.2574	427.9082	479.1988	660.7287	810.3733	924.6931	943.1312	1010.4262	1084.0293	1120.2195	1145.8076	1202.3574	1276.1159	1365.38	1381.6364	1403.6127	1422.7554	1439.129	1487.6473	1500.1966	1504.4071	2968.0732	2989.2125	3031.2232	3079.395	3096.1496	3130.1176	3781.5996	3831.6797,CC(O)CO,C[C@@H](O)CO,"1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3","1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1",6.6508,4.19317,3.39441,2.2854,42.01,-0.2597,0.0631,0.3228,438.3028,0.11345,-269.479234,-269.472993,-269.472049,-269.508213,22.072
dsgdb9nsd_000083.xyz,17,"C	 0.0587903495	 1.5617416888	-0.0194523998	-0.387938
C	-0.015440239	 0.0318230557	 0.0030833151	-0.149106
C	-1.4410323712	-0.5486202833	 0.0502862937	 0.064453
C	-1.4077700736	-2.0723102963	-0.1301201031	-0.385907
C	-2.1840052889	-0.1765975855	 1.3411430253	-0.379515
H	 1.0943563772	 1.9023360681	-0.1190007232	 0.110263
H	-0.5068956631	 1.9721731864	-0.8638809838	 0.111626
H	-0.3440795055	 2.0062808225	 0.8957952222	 0.116928
H	 0.4892675776	-0.3601121367	-0.8895390153	 0.088911
H	 0.5525493766	-0.3513944606	 0.8626988712	 0.089184
H	-2.0003157459	-0.1215368245	-0.7955968405	 0.067691
H	-0.8550113065	-2.5506581045	 0.6877543828	 0.109814
H	-2.4178751337	-2.495436282	-0.1372012715	 0.106915
H	-0.91928762	-2.3536380198	-1.0691401439	 0.107372
H	-3.1910019738	-0.6069955903	 1.3513705072	 0.108307
H	-1.651972936	-0.5601058436	 2.2206348063	 0.10895
H	-2.2879375936	 0.9057513156	 1.4607957173	 0.112053",92.936	212.1026	222.3075	256.1548	262.5491	363.8193	410.0828	453.3515	764.056	797.5792	915.8533	928.262	965.434	984.2222	1025.1258	1047.615	1170.0779	1195.2655	1206.4384	1296.9759	1327.1289	1369.5127	1383.3911	1400.4532	1410.6871	1421.7549	1480.3846	1487.7153	1495.5709	1499.63	1505.144	1508.2608	1513.1008	2989.8361	3007.473	3021.6486	3027.2121	3031.1856	3041.4008	3085.3453	3091.2074	3095.6315	3096.6112	3101.1745	3108.5171,CCC(C)C,CCC(C)C,"1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3","1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",7.26511,3.32874,2.54491,0.0618,56.26,-0.3085,0.085,0.3934,565.8412,0.159632,-197.629387,-197.622325,-197.621381,-197.659365,25.169
dsgdb9nsd_000084.xyz,15,"C	-0.0384122739	 1.5562139555	 0.0093583711	-0.382306
C	 0.0190713549	 0.0271607936	-0.0207420337	-0.149687
C	 0.7314150616	-0.5270932838	-1.2545442224	 0.152439
C	 0.8397586786	-2.0520697262	-1.2287265483	-0.401008
O	-0.0122646966	-0.0851439391	-2.3897375816	-0.433611
H	 0.9684566397	 1.9886342433	 0.0352623359	 0.106881
H	-0.5437700638	 1.9382413366	-0.8807440679	 0.135694
H	-0.5765295543	 1.913833865	 0.8925669784	 0.106104
H	 0.5316686733	-0.3499148575	 0.8724099871	 0.089962
H	-0.9972718631	-0.3863865384	-0.0018528883	 0.100441
H	 1.7490934553	-0.0994302533	-1.2882618384	 0.058678
H	 1.3414396806	-2.4248713696	-2.1295762354	 0.10081
H	 1.4182201161	-2.3922910778	-0.3634087105	 0.113348
H	-0.1561676504	-2.5044385917	-1.1830887498	 0.122884
H	 0.430908252	-0.4090161566	-3.1797964163	 0.279373",110.2403	222.257	232.9581	250.609	284.7265	371.2924	456.4002	487.7643	774.897	818.4528	922.0615	981.2024	1007.2042	1043.4693	1084.8178	1160.4917	1169.3183	1261.559	1319.5498	1339.0262	1384.087	1404.5688	1406.2693	1429.6919	1474.7617	1492.4738	1496.5017	1498.2772	1510.5529	2942.3549	3023.1551	3028.1086	3035.02	3063.9881	3090.9028	3098.1408	3109.8191	3127.621	3822.4705,CCC(C)O,CC[C@@H](C)O,"1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3","1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3/t4-/m1/s1",8.11598,3.43678,2.66869,1.3894,49.45,-0.2617,0.0733,0.335,521.8605,0.136091,-233.555951,-233.549143,-233.548199,-233.585602,23.99
dsgdb9nsd_000085.xyz,15,"C	-0.0085760478	 1.3809783291	 0.0945466951	-0.233061
O	-0.0225510605	-0.0073946113	-0.1306257644	-0.241083
C	-1.3024334096	-0.6199780535	-0.0208830923	 0.161805
C	-1.186872855	-1.9788575126	-0.7030391811	-0.384849
C	-1.755878239	-0.7466275965	 1.4371450806	-0.390428
H	 1.0032154965	 1.7325808731	-0.1244349624	 0.124584
H	-0.7151146831	 1.9083827486	-0.5667427996	 0.099652
H	-0.2490906457	 1.6496723678	 1.1338468082	 0.103633
H	-2.037379782	-0.0043224087	-0.5688419809	 0.059687
H	-0.4479277926	-2.5994560461	-0.1859686979	 0.122123
H	-2.1475104125	-2.5022552504	-0.6910258135	 0.109934
H	-0.8652421244	-1.8586067871	-1.7407783572	 0.119603
H	-2.7332148241	-1.2367490799	 1.4920511713	 0.11319
H	-1.0362134992	-1.3448382757	 2.0054467075	 0.121239
H	-1.8489841012	 0.2293548332	 1.9219808666	 0.113972",82.1816	199.6633	212.9167	247.1222	299.9198	357.3808	444.2436	499.0539	804.432	917.3199	924.854	943.1701	1117.6826	1139.9976	1156.0838	1181.8265	1199.1116	1238.7207	1367.2688	1379.3224	1397.3551	1413.4948	1476.7727	1479.5148	1485.0259	1488.5362	1499.3978	1509.6572	1515.3752	2945.3751	2971.7262	3019.2672	3037.012	3042.4464	3105.7194	3107.0014	3112.6847	3115.9854	3122.5625,COC(C)C,COC(C)C,"1S/C4H10O/c1-4(2)5-3/h4H,1-3H3","1S/C4H10O/c1-4(2)5-3/h4H,1-3H3",7.55335,3.78323,2.80566,1.0758,49.8,-0.2476,0.086,0.3336,507.9614,0.135681,-233.545899,-233.539034,-233.53809,-233.57582,23.573
dsgdb9nsd_000086.xyz,15,"C	-0.0391320385	 1.5045630543	 0.049789134	-0.44752
C	 0.0098585642	-0.0111387962	 0.0124861886	 0.39102
C	-1.2416798109	-0.666630443	-0.5398997854	-0.447519
C	 1.3380338706	-0.6689574802	-0.2740043043	-0.292637
C	 0.7512644169	-0.722215861	 1.118625713	-0.292639
H	 0.8863303999	 1.9249004021	 0.4557935831	 0.109883
H	-0.1818387829	 1.9204574284	-0.9548929106	 0.111882
H	-0.8683207582	 1.8581571812	 0.6743964837	 0.111881
H	-1.4357088955	-0.3434438724	-1.5697641083	 0.111881
H	-1.1532675722	-1.7575779956	-0.5443383228	 0.109882
H	-2.1222141635	-0.4057081966	 0.0595136103	 0.111882
H	 1.3439837404	-1.5823520773	-0.8600508441	 0.105501
H	 2.2019689746	-0.0332908426	-0.4392932599	 0.105501
H	 1.2194957647	-0.1224601776	 1.8924657976	 0.105501
H	 0.3615331904	-1.6715371735	 1.471719315	 0.105501",213.7049	241.2325	328.1558	347.1051	355.6578	393.6234	689.2045	787.8772	855.224	896.9617	950.4191	952.3797	973.5009	1047.9329	1067.5418	1078.4216	1094.1638	1159.1978	1189.0303	1318.4732	1355.4929	1411.021	1424.5243	1470.1041	1480.5225	1493.9595	1500.009	1502.1182	1518.1186	3016.4703	3021.3738	3075.3244	3078.5285	3095.6185	3098.0696	3123.1138	3128.1079	3200.0312	3214.6024,CC1(C)CC1,CC1(C)CC1,"1S/C5H10/c1-5(2)3-4-5/h3-4H2,1-2H3","1S/C5H10/c1-5(2)3-4-5/h3-4H2,1-2H3",6.14183,5.17679,3.79297,0.1068,52.92,-0.2633,0.0893,0.3526,439.1643,0.137025,-196.409349,-196.403398,-196.402453,-196.437676,22.258
dsgdb9nsd_000087.xyz,13,"C	-0.0397033023	 1.5095499783	-0.0411223315	-0.448442
C	-0.0302355596	-0.0033532943	-0.0649836137	 0.437017
C	-1.2461318904	-0.6835664803	 0.5253118981	-0.448442
C	 0.7893720103	-0.7112919344	-1.0602755862	-0.221445
O	 1.2254679757	-0.6005903626	 0.2971228268	-0.272087
H	 0.8899277162	 1.9094847811	-0.4529655786	 0.126096
H	-0.8795272271	 1.90350108	-0.623766423	 0.11878
H	-0.1444857557	 1.8759060408	 0.9860442878	 0.124348
H	-2.1521872651	-0.4101261558	-0.0262949471	 0.11878
H	-1.1341258397	-1.7700543148	 0.4974703152	 0.126097
H	-1.385866313	-0.3805545263	 1.5688275735	 0.124346
H	 0.5071268958	-1.71386874	-1.3808501824	 0.107476
H	 1.370881035	-0.1436932217	-1.7864085288	 0.107476",178.8794	216.9134	350.1324	359.1959	406.5659	409.6095	704.1244	819.3217	905.4934	931.4463	955.0013	1018.5673	1076.5451	1133.9178	1149.6058	1174.0306	1282.5674	1394.2435	1409.3746	1421.3994	1473.2936	1486.2536	1493.3134	1506.1472	1536.4719	3031.6058	3036.7164	3075.3119	3093.7458	3098.752	3123.0576	3125.2448	3159.0252,CC1(C)CO1,CC1(C)CO1,"1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3","1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3",6.49534,5.52329,3.9108,1.8235,45.7,-0.2596,0.091,0.3505,405.521,0.112851,-232.335768,-232.329981,-232.329037,-232.364091,20.719
dsgdb9nsd_000088.xyz,13,"C	-0.0371405158	 1.5321592003	 0.0133230995	-0.443933
C	 0.0134433485	 0.021170195	 0.0192200525	 0.431376
O	-1.1747610411	-0.5973528431	-0.409312596	-0.462197
C	 1.307447983	-0.6990210626	-0.2738964978	-0.315977
C	 0.7084474854	-0.7137350438	 1.1222631768	-0.28669
H	 0.8902686083	 1.9624027946	 0.4027613524	 0.115571
H	-0.1784615063	 1.915612623	-1.0051852237	 0.105869
H	-0.8701123164	 1.8895520142	 0.6273095332	 0.125638
H	-1.283522647	-0.4022539112	-1.346906409	 0.277677
H	 1.2397381299	-1.6164211506	-0.8478377397	 0.112327
H	 2.2054399256	-0.1152381975	-0.4474447411	 0.107457
H	 1.1953915927	-0.1388983426	 1.9024028418	 0.110257
H	 0.2473543934	-1.6367024057	 1.4537848011	 0.122623",233.2171	295.6798	329.8721	343.3526	408.9855	453.8377	700.8851	775.391	855.154	921.8956	928.8476	966.668	1032.0479	1052.7151	1074.1976	1105.1285	1188.5648	1268.9575	1301.8437	1385.0125	1415.9024	1452.6838	1484.5132	1489.7758	1513.578	3021.6963	3085.6151	3111.7841	3129.9869	3138.5961	3216.2196	3232.2131	3790.5831,CC1(O)CC1,CC1(O)CC1,"1S/C4H8O/c1-4(5)2-3-4/h5H,2-3H2,1H3","1S/C4H8O/c1-4(5)2-3-4/h5H,2-3H2,1H3",6.57648,5.31603,3.98453,1.3822,45.85,-0.2494,0.0776,0.327,401.4888,0.113237,-232.33341,-232.327734,-232.32679,-232.36147,21.17
dsgdb9nsd_000089.xyz,10,"N	-0.0444515235	 1.2562353313	 0.3168191481	-0.534217
C	-0.0391455948	 0.0491370954	-0.0167055788	 0.443619
C	-1.087496192	-1.0416444616	-0.1148803256	-0.346091
C	 0.0986968818	-1.9075484357	-0.5822589359	-0.077579
O	 0.9964750825	-0.7630662945	-0.4402800956	-0.247304
H	 0.8893597981	 1.6648134965	 0.2491689284	 0.229374
H	-1.5432411351	-1.3223581219	 0.8357217247	 0.141617
H	-1.8691003629	-0.8571383865	-0.853259098	 0.141618
H	 0.3973975349	-2.7222735012	 0.081587209	 0.124481
H	 0.069450801	-2.2541834519	-1.6179608362	 0.124481",165.2076	447.863	494.6108	738.2068	790.999	865.8121	905.4112	955.5131	1000.9502	1025.6341	1063.4826	1158.1872	1200.0073	1224.4645	1242.1122	1364.3563	1465.2982	1521.7125	1828.9898	3065.4699	3092.1561	3119.2982	3148.2707	3476.8695,N=C1CCO1,[NH][C]1CCO1,"1S/C3H5NO/c4-3-1-2-5-3/h4H,1-2H2","1S/C3H5NO/c4-3-1-2-5-3/h4H,1-2H2",12.18399,5.1384,3.78868,2.5732,40.19,-0.263,0.0277,0.2907,352.0378,0.080558,-247.201165,-247.196699,-247.195755,-247.22841,15.51
dsgdb9nsd_000090.xyz,11,"O	-0.0010174632	 0.0184662767	-0.2011474152	-0.282059
C	-0.0140581136	 1.1965805851	 0.0020530625	 0.404742
C	-1.1354291126	 2.2297914781	 0.2195798033	-0.331199
C	-0.035008842	 3.2909763694	 0.5305222254	-0.215614
C	 1.0846966382	 2.2594779453	 0.189943305	-0.331199
H	-1.7164281405	 2.4177266213	-0.6890107784	 0.132958
H	-1.8339275739	 1.9841505902	 1.024442443	 0.13153
H	-0.0553474053	 4.1758526365	-0.106709627	 0.111722
H	-0.0254147695	 3.6139904814	 1.5727891701	 0.114631
H	 1.8107438949	 2.0328853386	 0.9757897269	 0.13153
H	 1.6360080062	 2.4625537972	-0.7337624355	 0.132958",36.2524	407.3656	459.0546	619.6329	675.0895	735.4512	841.363	926.0755	945.0386	971.4319	1074.9381	1096.5298	1185.7097	1221.0389	1225.0397	1240.5437	1271.2012	1427.5262	1443.1877	1495.777	1895.2464	3055.0194	3059.0672	3084.8446	3103.5946	3109.4957	3138.5571,O=C1CCC1,O=C1CCC1,1S/C4H6O/c5-4-2-1-3-4/h1-3H2,1S/C4H6O/c5-4-2-1-3-4/h1-3H2,10.79571,4.78732,3.54292,2.7119,42.77,-0.2415,-0.0194,0.2222,379.6371,0.090544,-231.15578,-231.150804,-231.149859,-231.184401,17.076
dsgdb9nsd_000091.xyz,10,"O	 0.0318413394	-0.034616825	 0.0084983631	-0.351674
C	-0.0244033439	 1.1644053332	 0.0216081138	 0.424337
C	-1.1454132185	 2.23712809	 0.0301290142	-0.364233
C	 0.0092880492	 3.279458779	 0.0455775801	-0.150318
N	 0.9384383847	 2.146521088	 0.0355439604	-0.309566
H	-1.7703052903	 2.2377973038	-0.8642843666	 0.134753
H	-1.776328089	 2.2176538551	 0.9200793396	 0.134756
H	 0.0717056395	 3.9186351578	-0.8407219287	 0.11533
H	 0.0662260314	 3.8982662464	 0.9465795244	 0.115333
H	 1.9461683976	 2.0953571318	 0.0385594495	 0.251282",116.2598	384.3005	471.7706	564.644	749.5306	825.9556	882.1283	970.8691	1013.58	1049.8689	1156.1034	1168.5477	1188.5903	1195.0588	1300.3644	1397.5865	1459.577	1531.0547	1899.6979	3042.4824	3085.9088	3091.3857	3149.9663	3614.7302,O=C1CCN1,O=C1CCN1,"1S/C3H5NO/c5-3-1-2-4-3/h1-2H2,(H,4,5)","1S/C3H5NO/c5-3-1-2-4-3/h1-2H2,(H,4,5)",12.23436,4.97895,3.70561,3.6671,39.73,-0.25,0.038,0.288,355.0934,0.080442,-247.225618,-247.220897,-247.219953,-247.253218,16.1
